trade_id,timestamp,counterparty,instrument,amount_usd,status,settlement_days,hour_of_day
TRD103013,2026-07-03 06:55:11.353210,Hernandez-Dennis,FX,29313.96,SETTLED,0,6
TRD100359,2026-07-03 07:31:25.326699,Walker PLC,EQUITY,5237.84,SETTLED,1,7
TRD102222,2026-07-03 07:42:02.344704,Ramos-Schmitt,COMMODITY,793.06,SETTLED,1,7
TRD103726,2026-07-03 08:44:53.358949,Crane-Shields,COMMODITY,2261.93,SETTLED,3,8
TRD102412,2026-07-03 09:05:14.346273,"Duncan, Cox and Wilson",EQUITY,152106.7,SETTLED,2,9
TRD102885,2026-07-03 09:23:09.352165,"Glenn, Thomas and Mcpherson",FX,1231525.24,SETTLED,1,9
TRD100454,2026-07-03 09:37:06.327451,Humphrey-Massey,BOND,17581.12,SETTLED,4,9
TRD101730,2026-07-03 09:45:43.340770,"Lewis, Thompson and Jimenez",FX,61998.62,CANCELLED,3,9
TRD100687,2026-07-03 10:01:18.329273,Brown-Ramos,DERIVATIVE,47353.9,SETTLED,1,10
TRD100959,2026-07-03 10:19:46.333730,Neal Group,FX,6622.49,SETTLED,1,10
TRD101239,2026-07-03 10:26:48.336695,"Cummings, Wood and Savage",EQUITY,1625.67,SETTLED,2,10
TRD101450,2026-07-03 10:58:56.338522,"Cummings, Wood and Savage",EQUITY,7672.4,SETTLED,1,10
TRD104993,2026-07-03 12:07:12.370362,Vaughan-Hall,FX,5188.74,SETTLED,0,12
TRD102811,2026-07-03 12:55:10.351563,"Salazar, Jones and Miller",FX,2622.91,SETTLED,2,12
TRD103834,2026-07-03 13:28:58.359804,Castillo LLC,COMMODITY,8063.58,SETTLED,1,13
TRD102707,2026-07-03 13:33:39.350155,"Lewis, Thompson and Jimenez",BOND,3458.82,SETTLED,2,13
TRD102313,2026-07-03 14:02:25.345431,Nelson Ltd,DERIVATIVE,3638.67,SETTLED,1,14
TRD100654,2026-07-03 15:04:41.329015,"Henson, Miranda and Garcia",DERIVATIVE,29824.18,SETTLED,2,15
TRD103462,2026-07-03 15:40:21.356734,Castillo LLC,DERIVATIVE,707.1,SETTLED,0,15
TRD100428,2026-07-03 15:43:31.327246,"Henson, Miranda and Garcia",FX,2984.46,PENDING,2,15
TRD101040,2026-07-03 15:56:23.334871,"Pittman, Perez and Smith",FX,8108.22,SETTLED,2,15
TRD104320,2026-07-03 15:57:46.364051,Baker-Ingram,DERIVATIVE,56412.94,FAILED,1,15
TRD104660,2026-07-03 16:17:05.367485,Brown-Ramos,BOND,4728.25,SETTLED,1,16
TRD104661,2026-07-03 16:26:02.367494,Pineda LLC,EQUITY,9100.69,SETTLED,0,16
TRD100016,2026-07-03 16:43:38.323957,"Brown, Chen and Crawford",EQUITY,7972.9,SETTLED,0,16
TRD100769,2026-07-03 16:49:12.330338,"Brown, Chen and Crawford",DERIVATIVE,1990.42,FAILED,0,16
TRD102400,2026-07-03 18:09:48.346139,Butler-Banks,EQUITY,14889.69,SETTLED,1,18
TRD101425,2026-07-03 18:11:18.338304,Mccormick-Ewing,DERIVATIVE,4196.8,SETTLED,2,18
TRD104507,2026-07-03 18:25:52.366110,"Duncan, Cox and Wilson",EQUITY,6268.47,SETTLED,1,18
TRD104496,2026-07-03 18:25:57.365988,"Cummings, Wood and Savage",BOND,6730.61,SETTLED,0,18
TRD103326,2026-07-03 19:23:28.355661,Mcintyre-Franco,BOND,3296.78,SETTLED,2,19
TRD103549,2026-07-03 20:35:36.357410,"Salazar, Jones and Miller",EQUITY,2827.14,SETTLED,0,20
TRD103223,2026-07-03 20:50:29.354849,"Lewis, Thompson and Jimenez",FX,3231.64,SETTLED,1,20
TRD104181,2026-07-03 21:01:56.362547,Humphrey-Massey,FX,1655.11,SETTLED,1,21
TRD101331,2026-07-03 21:31:21.337498,Young PLC,DERIVATIVE,16591.97,PENDING,1,21
TRD100389,2026-07-03 22:05:41.326936,"Pittman, Perez and Smith",DERIVATIVE,7410.7,SETTLED,2,22
TRD101346,2026-07-03 22:14:26.337627,"Scott, Johnson and Wiley",BOND,7729.75,SETTLED,1,22
TRD100918,2026-07-03 22:54:41.332633,Mccormick-Ewing,BOND,2053.97,SETTLED,2,22
TRD102456,2026-07-03 23:41:27.346624,Brown-Morris,COMMODITY,21862.73,SETTLED,2,23
TRD101757,2026-07-03 23:44:55.340979,"Lewis, Thompson and Jimenez",FX,294262.57,SETTLED,2,23
TRD100636,2026-07-03 23:45:04.328871,"Navarro, Gibson and Hernandez",DERIVATIVE,2184.68,SETTLED,1,23
TRD100734,2026-07-04 00:01:51.329810,Russell-Mcbride,BOND,1929.35,SETTLED,2,0
TRD102024,2026-07-04 00:25:10.343152,Mccormick-Ewing,COMMODITY,7149.44,PENDING,2,0
TRD104764,2026-07-04 00:30:28.368388,Mccormick-Ewing,EQUITY,10003.84,SETTLED,1,0
TRD102184,2026-07-04 00:51:16.344408,Mccormick-Ewing,DERIVATIVE,3615.62,SETTLED,2,0
TRD103613,2026-07-04 01:20:25.358054,Ross and Sons,BOND,7563.76,SETTLED,1,1
TRD103237,2026-07-04 03:17:13.354961,Mcintyre-Franco,DERIVATIVE,901.79,SETTLED,2,3
TRD104957,2026-07-04 03:18:12.370047,Vaughan-Hall,COMMODITY,17769.98,SETTLED,2,3
TRD104838,2026-07-04 03:18:37.369026,"Lewis, Thompson and Jimenez",FX,2364.63,FAILED,3,3
TRD102066,2026-07-04 04:21:13.343484,Russell-Mcbride,COMMODITY,29273.51,SETTLED,3,4
TRD102438,2026-07-04 04:52:34.346483,Pineda LLC,EQUITY,1622.81,SETTLED,2,4
TRD100369,2026-07-04 05:28:02.326779,"Navarro, Gibson and Hernandez",FX,59788.54,SETTLED,3,5
TRD103409,2026-07-04 06:12:14.356313,"Navarro, Gibson and Hernandez",BOND,179368.56,SETTLED,1,6
TRD103771,2026-07-04 06:12:43.359313,"Cummings, Wood and Savage",COMMODITY,21034.26,SETTLED,3,6
TRD103065,2026-07-04 06:31:15.353616,Baker-Ingram,FX,11641.75,SETTLED,1,6
TRD101338,2026-07-04 07:48:56.337559,"Mccoy, Hayes and Hernandez",FX,12327.4,SETTLED,0,7
TRD103241,2026-07-04 08:54:40.354991,Baker-Ingram,DERIVATIVE,2798.26,PENDING,1,8
TRD101724,2026-07-04 10:25:54.340718,Butler-Banks,FX,5088.61,SETTLED,1,10
TRD101724_DUP,2026-07-04 10:25:54.340718,Butler-Banks,FX,5088.61,SETTLED,1,10
TRD101737,2026-07-04 10:45:08.340824,Rodriguez PLC,FX,3427.48,SETTLED,0,10
TRD103240,2026-07-04 11:31:44.354983,"Mccoy, Hayes and Hernandez",EQUITY,18617.57,SETTLED,0,11
TRD101618,2026-07-04 11:34:14.339887,"Lutz, Garcia and White",DERIVATIVE,27144.58,SETTLED,0,11
TRD104427,2026-07-04 11:46:17.365392,"Garrison, Hernandez and Rogers",COMMODITY,6764.46,SETTLED,1,11
TRD103088,2026-07-04 12:00:43.353794,Baker-Ingram,COMMODITY,6711.45,SETTLED,0,12
TRD104206,2026-07-04 12:49:35.362745,Drake-Leon,EQUITY,2276.96,SETTLED,2,12
TRD103352,2026-07-04 15:04:44.355865,Mcintyre-Franco,FX,6007.45,SETTLED,0,15
TRD103542,2026-07-04 15:16:27.357354,Brown-Ramos,BOND,5592.87,SETTLED,0,15
TRD104184,2026-07-04 15:22:37.362572,"Mccoy, Hayes and Hernandez",COMMODITY,57051.91,SETTLED,2,15
TRD101966,2026-07-04 15:57:02.342628,Walker PLC,EQUITY,23505.85,SETTLED,2,15
TRD104715,2026-07-04 16:20:09.367960,"Pittman, Perez and Smith",BOND,22818.01,SETTLED,1,16
TRD100511,2026-07-04 16:25:18.327894,"Mccoy, Hayes and Hernandez",EQUITY,7869.69,SETTLED,4,16
TRD100581,2026-07-04 16:25:31.328439,Miller Ltd,COMMODITY,1529.22,SETTLED,0,16
TRD100857,2026-07-04 16:29:28.331695,Neal Group,COMMODITY,4262.48,SETTLED,1,16
TRD100985,2026-07-04 17:07:19.333986,Rodriguez PLC,BOND,16519.03,SETTLED,0,17
TRD103362,2026-07-04 17:44:33.355941,Mccormick-Ewing,FX,4451.66,PENDING,3,17
TRD104331,2026-07-04 17:45:06.364185,Ross and Sons,DERIVATIVE,475188.53,SETTLED,3,17
TRD100032,2026-07-04 18:18:24.324096,Drake-Leon,BOND,21483.3,SETTLED,3,18
TRD101919,2026-07-04 19:09:35.342257,"Salazar, Jones and Miller",EQUITY,2536.0,SETTLED,1,19
TRD104714,2026-07-04 19:33:15.367951,"Henson, Miranda and Garcia",BOND,753.84,SETTLED,4,19
TRD100845,2026-07-04 19:37:27.331503,"Cummings, Wood and Savage",FX,16383.54,SETTLED,1,19
TRD102399,2026-07-04 20:01:44.346131,"Duncan, Cox and Wilson",BOND,691.99,SETTLED,2,20
TRD102093,2026-07-04 20:13:34.343692,"Navarro, Gibson and Hernandez",FX,135793.54,SETTLED,1,20
TRD101932,2026-07-04 20:13:35.342358,"Lutz, Garcia and White",DERIVATIVE,5186.27,SETTLED,1,20
TRD102840,2026-07-04 20:33:29.351800,"Mccoy, Hayes and Hernandez",DERIVATIVE,2587.84,CANCELLED,1,20
TRD103998,2026-07-04 21:26:39.361096,"Lewis, Thompson and Jimenez",COMMODITY,11996.78,SETTLED,1,21
TRD103072,2026-07-04 21:31:33.353671,Vaughan-Hall,BOND,16463.37,SETTLED,1,21
TRD103644,2026-07-04 21:39:27.358296,"Brown, Chen and Crawford",FX,22836.71,CANCELLED,1,21
TRD104479,2026-07-04 22:24:10.365835,Crane-Shields,FX,25428.13,SETTLED,1,22
TRD103131,2026-07-04 22:35:14.354123,"Cummings, Wood and Savage",EQUITY,6704.91,SETTLED,2,22
TRD102939,2026-07-05 01:13:56.352590,Butler-Banks,EQUITY,3038.47,PENDING,2,1
TRD102252,2026-07-05 02:02:21.344954,Walker PLC,EQUITY,6267.41,PENDING,2,2
TRD101076,2026-07-05 02:13:06.335267,"Lutz, Garcia and White",DERIVATIVE,8308.74,SETTLED,2,2
TRD102638,2026-07-05 03:05:10.349130,Mccormick-Ewing,COMMODITY,1387.71,SETTLED,0,3
TRD102849,2026-07-05 03:38:06.351874,Brown-Morris,BOND,7144.08,SETTLED,2,3
TRD103924,2026-07-05 04:01:08.360508,"Pittman, Perez and Smith",FX,3711.58,SETTLED,1,4
TRD100978,2026-07-05 04:06:22.333918,Baker-Ingram,DERIVATIVE,624.65,SETTLED,5,4
TRD101194,2026-07-05 04:11:24.336295,Mccormick-Ewing,COMMODITY,23581.98,SETTLED,3,4
TRD100757,2026-07-05 05:56:38.330158,Walker PLC,EQUITY,7337.72,SETTLED,1,5
TRD101743,2026-07-05 06:11:27.340870,Ramos-Schmitt,FX,50829.6,SETTLED,2,6
TRD101154,2026-07-05 07:31:51.335953,"Brown, Chen and Crawford",BOND,15388.98,SETTLED,2,7
TRD101817,2026-07-05 07:54:37.341452,Pineda LLC,DERIVATIVE,13438.18,SETTLED,2,7
TRD104432,2026-07-05 08:01:14.365434,"Mccoy, Hayes and Hernandez",DERIVATIVE,14266.5,SETTLED,3,8
TRD102349,2026-07-05 08:05:38.345716,"Scott, Johnson and Wiley",FX,9429.3,FAILED,1,8
TRD104433,2026-07-05 08:10:33.365442,Neal Group,BOND,11311.54,SETTLED,1,8
TRD103410,2026-07-05 08:37:01.356321,"Henson, Miranda and Garcia",EQUITY,88472.23,SETTLED,3,8
TRD103428,2026-07-05 08:38:34.356463,Brown-Morris,BOND,9717.55,CANCELLED,1,8
TRD100135,2026-07-05 09:00:16.324921,Mccormick-Ewing,FX,45685.12,SETTLED,0,9
TRD102861,2026-07-05 09:15:42.351971,Mcintyre-Franco,DERIVATIVE,3227.68,SETTLED,1,9
TRD100741,2026-07-05 09:32:52.329916,Rodriguez PLC,FX,64367.02,SETTLED,1,9
TRD101584,2026-07-05 09:33:57.339619,Russell-Mcbride,BOND,7215.97,SETTLED,1,9
TRD103835,2026-07-05 09:35:51.359812,Nelson Ltd,FX,19924.28,SETTLED,0,9
TRD101542,2026-07-05 09:52:57.339290,"Pittman, Perez and Smith",BOND,6483.3,FAILED,2,9
TRD104999,2026-07-05 10:22:22.370413,"Duncan, Cox and Wilson",BOND,14689.95,SETTLED,2,10
TRD103561,2026-07-05 10:39:32.357502,Ramos-Schmitt,DERIVATIVE,4566.91,PENDING,1,10
TRD104539,2026-07-05 10:49:34.366440,Lee and Sons,FX,2255.62,SETTLED,0,10
TRD103798,2026-07-05 11:07:07.359523,"Lutz, Garcia and White",FX,1227.1,SETTLED,0,11
TRD102818,2026-07-05 11:08:52.351619,Vaughan-Hall,BOND,98879.33,PENDING,0,11
TRD100974,2026-07-05 11:09:32.333880,Rodriguez PLC,DERIVATIVE,31296.46,SETTLED,1,11
TRD101446,2026-07-05 11:17:50.338483,"Smith, Levy and Brown",COMMODITY,20370.61,SETTLED,2,11
TRD100470,2026-07-05 11:24:12.327575,"Cummings, Wood and Savage",FX,1743.47,SETTLED,2,11
TRD102194,2026-07-05 11:44:15.344484,"Navarro, Gibson and Hernandez",EQUITY,9652.8,SETTLED,2,11
TRD100761,2026-07-05 11:44:36.330219,"Mccoy, Hayes and Hernandez",EQUITY,6174.72,SETTLED,1,11
TRD100800,2026-07-05 12:31:47.330814,Santiago PLC,DERIVATIVE,6506.29,SETTLED,3,12
TRD100756,2026-07-05 12:49:21.330143,Baker-Ingram,COMMODITY,3428.28,FAILED,0,12
TRD101562,2026-07-05 13:06:03.339447,Castillo LLC,DERIVATIVE,6854.93,SETTLED,2,13
TRD104744,2026-07-05 13:27:15.368215,Russell-Mcbride,EQUITY,4553.92,SETTLED,2,13
TRD101164,2026-07-05 13:39:33.336039,"Navarro, Gibson and Hernandez",DERIVATIVE,18669.48,SETTLED,2,13
TRD103886,2026-07-05 16:26:07.360212,"Brown, Chen and Crawford",COMMODITY,5718.55,SETTLED,2,16
TRD103728,2026-07-05 17:07:43.358965,Ramos-Schmitt,FX,2719.96,FAILED,2,17
TRD103631,2026-07-05 17:34:05.358193,Neal Group,EQUITY,12886.09,CANCELLED,3,17
TRD102877,2026-07-05 18:09:43.352099,Miller Ltd,COMMODITY,6406.43,SETTLED,0,18
TRD102964,2026-07-05 18:53:15.352809,"Mccoy, Hayes and Hernandez",EQUITY,33429.29,SETTLED,2,18
TRD102467,2026-07-05 19:22:51.346727,Drake-Leon,BOND,4667.05,SETTLED,2,19
TRD101167,2026-07-05 19:54:28.336064,Mcintyre-Franco,COMMODITY,23587.21,SETTLED,2,19
TRD104625,2026-07-05 20:15:36.367180,Russell-Mcbride,COMMODITY,3078.43,SETTLED,3,20
TRD104504,2026-07-05 20:22:24.366085,Vaughan-Hall,FX,11686.4,SETTLED,3,20
TRD103707,2026-07-05 21:16:51.358803,"Salazar, Jones and Miller",BOND,126316.86,SETTLED,0,21
TRD102712,2026-07-05 21:38:27.350220,Santiago PLC,DERIVATIVE,6547.8,SETTLED,2,21
TRD100513,2026-07-05 22:21:33.327909,"Henson, Miranda and Garcia",EQUITY,8481.17,SETTLED,2,22
TRD104246,2026-07-05 22:36:54.363173,"Lutz, Garcia and White",DERIVATIVE,7074.2,SETTLED,1,22
TRD102203,2026-07-05 22:38:51.344555,Young PLC,FX,7056.69,SETTLED,1,22
TRD100136,2026-07-05 23:51:45.324928,Ross and Sons,DERIVATIVE,32721.79,SETTLED,2,23
TRD100896,2026-07-05 23:57:32.332282,Mccormick-Ewing,EQUITY,6686.47,SETTLED,2,23
TRD103870,2026-07-06 00:06:12.360088,Castillo LLC,DERIVATIVE,18982.89,SETTLED,1,0
TRD104082,2026-07-06 01:05:20.361768,Pineda LLC,DERIVATIVE,970.92,SETTLED,4,1
TRD100680,2026-07-06 01:22:28.329220,Ramos-Schmitt,EQUITY,7955.57,PENDING,2,1
TRD102561,2026-07-06 01:29:43.347516,"Navarro, Gibson and Hernandez",DERIVATIVE,5948.27,SETTLED,1,1
TRD101626,2026-07-06 01:35:42.339947,"Duncan, Cox and Wilson",FX,17437.74,SETTLED,3,1
TRD101219,2026-07-06 01:36:38.336516,Humphrey-Massey,COMMODITY,4797.66,SETTLED,0,1
TRD104225,2026-07-06 02:19:37.362999,Neal Group,EQUITY,985.74,SETTLED,2,2
TRD102375,2026-07-06 02:36:35.345921,"Henson, Miranda and Garcia",EQUITY,30476.78,FAILED,1,2
TRD102348,2026-07-06 02:37:42.345708,"Salazar, Jones and Miller",FX,14945.85,SETTLED,3,2
TRD104802,2026-07-06 03:10:59.368717,Baker-Ingram,DERIVATIVE,22665.29,SETTLED,3,3
TRD102534,2026-07-06 03:27:39.347292,Ross and Sons,EQUITY,7905.61,SETTLED,2,3
TRD104480,2026-07-06 03:53:32.365843,"Smith, Levy and Brown",FX,14079.83,SETTLED,1,3
TRD104962,2026-07-06 03:56:35.370094,"Glenn, Thomas and Mcpherson",BOND,8569.5,SETTLED,1,3
TRD101589,2026-07-06 04:30:15.339661,"Scott, Johnson and Wiley",DERIVATIVE,26117.87,SETTLED,2,4
TRD100549,2026-07-06 05:51:42.328191,Hernandez-Dennis,DERIVATIVE,24333.11,SETTLED,2,5
TRD101449,2026-07-06 06:10:29.338513,Drake-Leon,COMMODITY,5739.13,SETTLED,2,6
TRD104846,2026-07-06 06:43:38.369093,"Brown, Chen and Crawford",FX,168795.57,SETTLED,1,6
TRD102785,2026-07-06 06:46:35.351236,Brown-Morris,FX,8076.04,SETTLED,1,6
TRD104506,2026-07-06 06:54:40.366101,"Navarro, Gibson and Hernandez",BOND,393.46,SETTLED,2,6
TRD103106,2026-07-06 07:04:45.353931,Miller Ltd,EQUITY,4573.98,SETTLED,0,7
TRD100123,2026-07-06 07:21:31.324825,Lee and Sons,DERIVATIVE,4582.8,SETTLED,1,7
TRD101736,2026-07-06 07:43:50.340817,Nelson Ltd,EQUITY,8627.5,SETTLED,0,7
TRD100994,2026-07-06 07:56:52.334076,Santiago PLC,EQUITY,3752.67,SETTLED,2,7
TRD102388,2026-07-06 08:28:26.346025,"Scott, Johnson and Wiley",COMMODITY,7870.84,SETTLED,3,8
TRD102197,2026-07-06 08:43:31.344509,Nelson Ltd,COMMODITY,22194.43,SETTLED,0,8
TRD100219,2026-07-06 09:29:24.325583,Santiago PLC,BOND,1049.37,SETTLED,1,9
TRD100113,2026-07-06 09:36:42.324746,Russell-Mcbride,EQUITY,8752.86,FAILED,0,9
TRD102902,2026-07-06 10:26:35.352298,Crane-Shields,BOND,33277.01,FAILED,2,10
TRD100283,2026-07-06 10:41:26.326086,Macias-Oliver,EQUITY,702.22,SETTLED,0,10
TRD103485,2026-07-06 11:18:33.356912,"Scott, Johnson and Wiley",DERIVATIVE,2254.68,SETTLED,1,11
TRD101696,2026-07-06 11:27:28.340505,"Smith, Levy and Brown",COMMODITY,7414.79,SETTLED,1,11
TRD103648,2026-07-06 12:05:50.358326,Lee and Sons,DERIVATIVE,3012.32,FAILED,0,12
TRD104163,2026-07-06 12:14:59.362400,Santiago PLC,BOND,6686.93,SETTLED,1,12
TRD103999,2026-07-06 12:24:28.361104,Brown-Ramos,EQUITY,58894.07,SETTLED,4,12
TRD101329,2026-07-06 12:46:43.337482,Brown-Ramos,EQUITY,9958.75,SETTLED,2,12
TRD101824,2026-07-06 12:53:31.341509,Crane-Shields,DERIVATIVE,20732.31,SETTLED,1,12
TRD104079,2026-07-06 13:57:05.361744,Nelson Ltd,BOND,13672.44,SETTLED,1,13
TRD101575,2026-07-06 14:04:08.339551,"Lutz, Garcia and White",DERIVATIVE,22256.3,SETTLED,1,14
TRD100999,2026-07-06 14:23:13.334154,Butler-Banks,FX,6662.96,SETTLED,1,14
TRD101777,2026-07-06 14:56:00.341134,"Duncan, Cox and Wilson",DERIVATIVE,890.61,SETTLED,1,14
TRD102130,2026-07-06 15:06:49.343981,Hernandez-Dennis,BOND,26826.85,SETTLED,1,15
TRD101336,2026-07-06 15:20:46.337541,"Salazar, Jones and Miller",EQUITY,11075.94,SETTLED,1,15
TRD100672,2026-07-06 16:40:50.329154,Ross and Sons,EQUITY,25322.91,SETTLED,0,16
TRD100174,2026-07-06 16:45:34.325233,Russell-Mcbride,EQUITY,3421.61,CANCELLED,1,16
TRD102462,2026-07-06 16:52:36.346687,Mcintyre-Franco,FX,13861.53,SETTLED,1,16
TRD102424,2026-07-06 17:36:49.346370,Neal Group,FX,52543.31,SETTLED,2,17
TRD103218,2026-07-06 17:43:25.354809,"Smith, Levy and Brown",DERIVATIVE,1612.59,SETTLED,1,17
TRD100336,2026-07-06 18:27:30.326519,Rodriguez PLC,COMMODITY,5371.03,SETTLED,1,18
TRD104732,2026-07-06 19:28:04.368113,Pineda LLC,DERIVATIVE,15431.54,SETTLED,0,19
TRD103193,2026-07-06 20:03:30.354612,"Scott, Johnson and Wiley",DERIVATIVE,7869.28,SETTLED,0,20
TRD104738,2026-07-06 20:21:14.368164,Nelson Ltd,DERIVATIVE,11226.36,SETTLED,3,20
TRD100438,2026-07-06 20:35:44.327323,"Henson, Miranda and Garcia",DERIVATIVE,4354.07,SETTLED,2,20
TRD100764,2026-07-06 20:42:34.330263,Lee and Sons,FX,4506.97,SETTLED,0,20
TRD103752,2026-07-06 21:11:32.359152,"Navarro, Gibson and Hernandez",BOND,3638.04,SETTLED,0,21
TRD102546,2026-07-06 21:40:49.347391,West-Martin,BOND,1524.85,SETTLED,3,21
TRD101478,2026-07-06 21:46:13.338773,Baker-Ingram,FX,24800.77,SETTLED,1,21
TRD104558,2026-07-06 22:15:35.366602,Mcintyre-Franco,DERIVATIVE,56138.31,SETTLED,2,22
TRD104591,2026-07-06 23:32:00.366888,"Salazar, Jones and Miller",COMMODITY,6252.89,SETTLED,2,23
TRD100630,2026-07-06 23:47:03.328824,"Lutz, Garcia and White",COMMODITY,15835.23,SETTLED,2,23
TRD100503,2026-07-07 00:00:21.327833,"Duncan, Cox and Wilson",EQUITY,23723.75,SETTLED,2,0
TRD101738,2026-07-07 00:11:10.340832,Pineda LLC,EQUITY,26196.44,SETTLED,0,0
TRD103599,2026-07-07 00:16:50.357943,Crane-Shields,FX,68226.55,SETTLED,0,0
TRD101726,2026-07-07 00:58:58.340738,Macias-Oliver,BOND,6952.21,SETTLED,1,0
TRD101152,2026-07-07 01:03:50.335936,Brown-Ramos,FX,88858.54,FAILED,5,1
TRD103799,2026-07-07 01:21:06.359531,Pineda LLC,BOND,26719.76,SETTLED,2,1
TRD103977,2026-07-07 01:35:02.360932,"Smith, Levy and Brown",FX,41045.94,SETTLED,4,1
TRD101528,2026-07-07 01:44:05.339179,"Smith, Levy and Brown",BOND,4160.31,SETTLED,2,1
TRD100726,2026-07-07 01:50:15.329706,"Duncan, Cox and Wilson",FX,10817.32,SETTLED,4,1
TRD104285,2026-07-07 03:19:56.363513,"Lewis, Thompson and Jimenez",COMMODITY,3413.37,SETTLED,2,3
TRD100735,2026-07-07 04:02:02.329825,Young PLC,DERIVATIVE,34062.69,PENDING,1,4
TRD101472,2026-07-07 04:43:00.338720,Miller Ltd,DERIVATIVE,11954.56,SETTLED,0,4
TRD102421,2026-07-07 05:29:52.346347,Crane-Shields,FX,18447.93,SETTLED,1,5
TRD104322,2026-07-07 05:36:27.364075,Ross and Sons,BOND,10966.87,SETTLED,0,5
TRD101058,2026-07-07 05:45:48.335112,Neal Group,EQUITY,6159.06,SETTLED,1,5
TRD103723,2026-07-07 05:50:59.358926,Vaughan-Hall,COMMODITY,20567.64,SETTLED,1,5
TRD101673,2026-07-07 05:51:58.340327,Brown-Morris,FX,5760.26,SETTLED,3,5
TRD102358,2026-07-07 06:11:10.345787,"Glenn, Thomas and Mcpherson",COMMODITY,142350.33,SETTLED,3,6
TRD101216,2026-07-07 07:46:56.336485,Rodriguez PLC,DERIVATIVE,7877.28,SETTLED,1,7
TRD100504,2026-07-07 08:06:22.327841,"Garrison, Hernandez and Rogers",BOND,28551.46,SETTLED,1,8
TRD100753,2026-07-07 08:48:34.330099,"Salazar, Jones and Miller",BOND,18688.52,SETTLED,2,8
TRD100015,2026-07-07 08:49:19.323948,"Duncan, Cox and Wilson",BOND,3936.13,SETTLED,3,8
TRD102223,2026-07-07 09:14:19.344711,"Glenn, Thomas and Mcpherson",COMMODITY,2824.49,SETTLED,2,9
TRD101265,2026-07-07 09:55:50.336929,Hernandez-Dennis,BOND,14304.92,SETTLED,1,9
TRD104951,2026-07-07 11:06:42.369995,"Navarro, Gibson and Hernandez",EQUITY,2120.08,SETTLED,1,11
TRD101319,2026-07-07 11:36:42.337397,"Garrison, Hernandez and Rogers",COMMODITY,2347.18,SETTLED,2,11
TRD104495,2026-07-07 11:44:26.365979,Macias-Oliver,COMMODITY,55342.1,SETTLED,2,11
TRD104186,2026-07-07 12:03:19.362587,Ramos-Schmitt,BOND,10932.89,SETTLED,0,12
TRD100827,2026-07-07 12:18:44.331216,Hernandez-Dennis,COMMODITY,12163.33,SETTLED,1,12
TRD104833,2026-07-07 12:31:41.368982,"Henson, Miranda and Garcia",BOND,7070.56,SETTLED,1,12
TRD101638,2026-07-07 12:44:06.340041,Humphrey-Massey,FX,32999.2,SETTLED,2,12
TRD102800,2026-07-07 13:07:28.351473,Macias-Oliver,EQUITY,65713.41,SETTLED,1,13
TRD102448,2026-07-07 13:39:59.346562,Macias-Oliver,COMMODITY,1068.27,SETTLED,0,13
TRD103901,2026-07-07 14:07:32.360331,"Scott, Johnson and Wiley",EQUITY,3117.65,SETTLED,2,14
TRD104227,2026-07-07 14:34:37.363015,Miller Ltd,BOND,2161.28,FAILED,2,14
TRD101244,2026-07-07 15:36:46.336745,Macias-Oliver,COMMODITY,8353.75,SETTLED,0,15
TRD101461,2026-07-07 15:50:05.338615,"Brown, Chen and Crawford",COMMODITY,6414.8,SETTLED,1,15
TRD103709,2026-07-07 15:52:02.358818,"Salazar, Jones and Miller",BOND,7911.7,SETTLED,1,15
TRD102247,2026-07-07 16:14:27.344916,"Brown, Chen and Crawford",DERIVATIVE,22652.9,SETTLED,3,16
TRD100070,2026-07-07 16:23:57.324404,Mccormick-Ewing,FX,10646.13,SETTLED,3,16
TRD104928,2026-07-07 17:09:34.369796,Hernandez-Dennis,EQUITY,2894.94,SETTLED,1,17
TRD103286,2026-07-07 17:24:33.355348,Rodriguez PLC,FX,106043.9,SETTLED,1,17
TRD102737,2026-07-07 17:34:07.350561,Lee and Sons,EQUITY,6608.93,SETTLED,3,17
TRD103691,2026-07-07 17:53:21.358676,"Mccoy, Hayes and Hernandez",BOND,5567.98,FAILED,1,17
TRD100867,2026-07-07 19:11:21.331848,Pineda LLC,COMMODITY,21161.32,SETTLED,0,19
TRD101507,2026-07-07 19:15:58.339014,"Garrison, Hernandez and Rogers",COMMODITY,4022.59,SETTLED,3,19
TRD104497,2026-07-07 19:25:56.365996,Humphrey-Massey,EQUITY,7917.4,SETTLED,2,19
TRD102906,2026-07-07 20:35:45.352330,"Mccoy, Hayes and Hernandez",COMMODITY,10538.14,FAILED,1,20
TRD101042,2026-07-07 20:41:35.334902,Santiago PLC,DERIVATIVE,4185.39,SETTLED,0,20
TRD103856,2026-07-07 21:06:04.359978,"Smith, Levy and Brown",EQUITY,6022.13,SETTLED,2,21
TRD100902,2026-07-07 21:24:12.332374,Brown-Morris,EQUITY,930.97,SETTLED,0,21
TRD102035,2026-07-07 21:38:15.343240,Macias-Oliver,EQUITY,16097.31,SETTLED,1,21
TRD101960,2026-07-07 23:26:42.342580,"Henson, Miranda and Garcia",COMMODITY,75102.11,SETTLED,2,23
TRD102129,2026-07-07 23:54:54.343973,"Smith, Levy and Brown",FX,7258.68,SETTLED,1,23
TRD100924,2026-07-08 00:30:59.333115,Brown-Ramos,COMMODITY,25935.0,SETTLED,2,0
